glycan,Species,Genus,Family,Order,Class,Phylum,Kingdom,Domain,ref
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/8727787/
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc1Cer,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/8727787/
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://academic.oup.com/glycob/article/31/4/391/5943024
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/10683228/
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)[Neu5Ac(a2-6)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/28461410/
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-2)Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36278935/
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)]Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.jstage.jst.go.jp/article/tigg/30/172/30_1734.1SE/_article
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38171687/
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/28461410/
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/35832079/
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/35832079/
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/35782137/
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/32236654/
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/32236654/
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/32236654/
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/32236654/
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/32236654/
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal6S(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[GalOS(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[GlcNAc(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[GlcNAc6S(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[GlcNAcOS(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/28461410/
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/35832079/
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/35832079/
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/35782137/
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://academic.oup.com/glycob/article/31/4/391/5943024
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc6S,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc6S(b1-3)Gal(b1-3)GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc6S(b1-3)Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://academic.oup.com/glycob/article/31/4/391/5943024
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc6S(b1-6)[Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38171687/
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc6S(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc6S(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/28461410/
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc6S(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/35782137/
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc6S-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://academic.oup.com/glycob/article/31/4/391/5943024
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAcOS(b1-3)Gal(b1-3)GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAcOS(b1-6)[Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/35832079/
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAcOS(b1-6)[Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/35832079/
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAcOS(b1-6)[Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/35832079/
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAcOS(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]Xyl(a1-3)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://academic.oup.com/glycob/article/31/4/391/5943024
Neu5Ac(a2-3)Gal(b1-4)[Gal(?1-?)]GlcNAc(b1-3)GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38171687/
Neu5Ac(a2-3)Gal(b1-4)[Neu5Ac(a2-3)]GalNAc(b1-3)Gal(b1-3)Glc1Cer,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,
Neu5Ac(a2-3)Gal(b1-4)[Neu5Ac(a2-6)]GlcNAc(b1-3)Gal(b1-4)Glc-ol,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/17587674/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(?1-?)Gal(b1-3)[Fuc(a1-2)[Gal(a1-3)]Gal(b1-?)[Fuc(a1-?)]GlcNAc(b1-6)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/35782137/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(?1-?)Gal(b1-?)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(?1-?)Gal(b1-?)GlcNAc(b1-6)[Neu5Ac(a2-3)Gal(b1-3)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/35782137/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(?1-?)GlcNAc(?1-?)Gal(?1-?)Gal(?1-?)GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)Man(a1-3)Man(a1-6)Man(b1-4)GlcNAc(b1-4)Fuc(a1-6)GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.mcponline.org/article/S1535-9476(20)35140-9/fulltext
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-?)[Gal(b1-?)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25210975/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)Man(a1-3)[Gal(b1-?)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25210975/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)Man(a1-3)[Gal(b1-?)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25210975/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)Man(a1-3)[Gal(b1-?)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25210975/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)Man(a1-3)[Gal(b1-?)GlcNAc(b1-2)[Gal(b1-?)GlcNAc(b1-?)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25210975/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25210975/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25210975/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36711977/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)Man(a1-3)[Man(a1-?)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25210975/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)Man(a1-3)[Man(a1-?)Man(b1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25210975/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/32483971/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25210975/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3)Gal(b1-?)[Neu5Ac(a2-6)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36711977/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3)Gal(b1-?)[Neu5Ac(a2-6)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36711977/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-?)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/32483971/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)Man(a1-6)[Fuc(a1-?)[Gal(b1-?)]GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25210975/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)Man(a1-6)[Gal(b1-?)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25210975/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25210975/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)Man(a1-?)Man(a1-?)Man(a1-?)Man(b1-4)GlcNAc(b1-4)GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.mcponline.org/article/S1535-9476(20)35140-9/fulltext
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)Man(a1-?)Man(a1-?)Man(b1-4)GlcNAc(b1-4)GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://www.mcponline.org/article/S1535-9476(20)35140-9/fulltext
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)Man(a1-?)[Neu5Ac(a2-6)Gal(?1-?)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/32483971/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36711977/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36711977/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36711977/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36711977/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-?)[Gal(b1-?)GlcNAc(b1-?)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36711977/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-?)[Gal(b1-?)GlcNAc(b1-?)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36711977/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-?)[Gal(b1-?)GlcNAc(b1-?)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36711977/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-3)Gal(b1-3)GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-3)Gal(b1-3)GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/35832079/
Neu5Ac(a2-3)Gal(b1-?)GlcNAc(b1-3)Gal(b1-3)[Gal(b1-?)GlcNAc(b1-6)]GalNAc,Homo_sapiens,Homo,Hominidae,Primates,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/32236654/
