glycan,Species,Genus,Family,Order,Class,Phylum,Kingdom,Domain,ref
GlcNAc(b1-4)GlcA(b1-3)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(b1-4)GlcA(b1-3)GlcNAc(b1-4)GlcA,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(b1-4)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(b1-4)GlcNAc(b1-4)GlcA(b1-3)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://iopscience.iop.org/article/10.1070/RCR4856
GlcNAc(b1-4)GlcNAc(b1-4)GlcA(b1-3)Galf(b1-3)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/26382081/
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(b1-4)GlcNAc(b1-4)Man(b1-4)Man(a1-3)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(b1-4)GlcNAc3Lac(b1-4)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://www.sciencedirect.com/science/article/pii/S0008621515003651
GlcNAc(b1-4)Man(b1-4)Man(a1-3)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://www.sciencedirect.com/science/article/pii/S0022283619304528
GlcNAc(b1-4)Man(b1-4)Man(a1-3)GlcNAc(b1-4)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
GlcNAc(b1-4)ManNAc(b1-3)Thre-onic,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(b1-4)MurNAc(b1-4)GlcNAc(b1-4)MurNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(b1-4)MurNAc(b1-4)GlcNAc(b1-4)MurNAc(b1-4)GlcNAc(b1-4)MurNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(b1-4)MurNAcAla(b1-4)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(b1-4)[GalAOAc(a1-3)]GalNAc(b1-3)Gal(a1-4)Rha(a1-3)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(b1-4)[Rha(a1-3)][Glc(b1-6)]Glc(a1-3)FucNAc(a1-3)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(b1-6)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(b1-6)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHep(a1-3)LDManHep,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(b1-6)GlcNAc(b1-6)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/26531136/
GlcNAc(b1-6)GlcNAc(b1-6)GlcNGc(b1-6)GlcNAc(b1-6)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(b1-7)LDManHep(a1-6)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(b1-7)LDManHep(a1-6)Glc(a1-2)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(b1-7)LDManHep(a1-6)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(b1-7)LDManHep(a1-6)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[GlcA(b1-7)LDManHep(a1-7)]LDManHep4P(a1-3)LDManHep4PPEtN(a1-5)[Rha(a1-5)Kdo(a2-4)[Rha(a1-5)]Kdo7PEtN(a2-4)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/30595696/
GlcNAc(b1-7)LDManHep(a1-6)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHep(a1-3)LDManHep(a1-5)[Kdo(a2-4)KdoOPPEtN(a2-4)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(b1-7)LDManHep(a1-6)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHep(a1-3)LDManHep(a1-5)[Rha(a1-5)KdoOPPEtN(a2-4)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(b1-7)LDManHep(a1-6)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc4Lac(b1-2)Rha(a1-2)Rha(a1-2)Gal(a1-3)GlcNAc(b1-3)GlcNAc4Lac,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/27645300/
GlcNAc4Lac(b1-2)Rha(a1-2)Rha(a1-3)[Glc(a1-2)]Rha(a1-3)GlcNAc(b1-3)GlcNAc4Lac,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/27645300/
GlcNAc4Lac(b1-2)Rha(a1-2)Rha(a1-3)[Glc(b1-2)]Rha(a1-3)GlcNAc(b1-3)GlcNAc4Lac,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
GlcNAc4Lac6Ac(b1-2)Rha(a1-2)Rha(a1-2)Gal(a1-3)GlcNAc(b1-3)GlcNAc4Lac6Ac,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
GlcNAc4P(b1-6)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc4PGro(b1-3)Galf(b1-3)GlcNAc(a1-2)GlcNAc4PGro,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/24909379/
GlcNAc4PGro(b1-3)Galf2Ac(b1-3)GlcNAc(a1-2)GlcNAc4PGro,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/27058293/
GlcNAc4Pyr(b1-3)Rha(b1-4)GlcNAc(b1-3)GlcNAc4Pyr,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
GlcNAcOP(a1-3)GlcNAcOP(a1-3)GlcNAcOP(a1-3)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAcOS(a1-4)GlcA(b1-4)GlcOSN(a1-4)IdoAOS(a1-4)GlcOSN(a1-4)GlcNAcOS,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcOSN(a1-4)GlcA(b1-4)GlcOSN(a1-4)GlcAOS(b1-4)GlcOSN(a1-4)GlcOSN,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
IdoA(a1-3)GalNAc(b1-4)IdoA,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-4)D-3dAraHep-ulosonic(a2-6)GlcOPN,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-4)Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-4)Kdo(a2-4)Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-4)Kdo(a2-4)Kdo(a2-6)GlcN(b1-6)GlcN,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-4)Kdo(a2-4)Kdo(a2-6)GlcN4P(b1-6)GlcN,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-4)Kdo(a2-4)Kdo(a2-6)GlcN4P(b1-6)GlcN1P,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-4)Kdo(a2-4)Kdo(a2-6)GlcNAc4P(b1-6)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-4)Kdo(a2-4)Kdo(a2-6)GlcNAcOP(b1-6)GlcNAcOP,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-4)Kdo(a2-4)Kdo(a2-6)GlcNOMyr(b1-6)GlcNOMyr,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-4)Kdo(a2-4)[LDManHep(a1-5)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-4)Kdo(a2-6)GlcN(b1-6)GlcN,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-4)Kdo(a2-6)GlcN(b1-6)GlcN1P,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-4)Kdo(a2-6)GlcN2Myr3Myr4P(b1-6)GlcN1P2Myr3Myr,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/30595696/
Kdo(a2-4)Kdo(a2-6)GlcN2Myr3Myr4P(b1-6)GlcN2Myr3Myr,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://mbio.asm.org/content/9/2/e02289-17
Kdo(a2-4)Kdo(a2-6)GlcN4P(b1-6)GlcN,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-4)Kdo(a2-6)GlcN4P(b1-6)GlcN1P,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-4)Kdo(a2-6)GlcNAc(b1-6)GlcNAc-ol,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-4)Kdo(a2-6)GlcNAcOP(b1-6)GlcNAc-ol,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-4)Kdo(a2-6)GlcNOMyr(b1-6)GlcNOMyr,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-4)Kdo(a2-6)GlcOPN(b1-6)GlcN,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-4)[Kdo(a2-8)]Kdo(a2-4)Kdo(a2-6)GlcN4P(b1-6)GlcN,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-4)[Kdo(a2-8)]Kdo(a2-4)Kdo(a2-6)GlcN4P(b1-6)GlcN1P,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-4)[Kdo(a2-8)]Kdo(a2-4)Kdo(a2-6)GlcNAc4P(b1-6)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-4)[Kdo(a2-8)]Kdo(a2-4)Kdo(a2-6)GlcNAcOP(b1-6)GlcNAcOP,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-4)[LDManHep(a1-5)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-4)[LDManHep(a1-5)]Kdo(a2-6)GlcN4P(b1-6)GlcN1P,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-6)GlcN(b1-6)GlcN,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-8)Kdo(a2-4)Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-8)Kdo(a2-4)Kdo(a2-6)GlcN(b1-6)GlcN-ol,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-8)Kdo(a2-4)Kdo(a2-6)GlcN4P(b1-6)GlcN,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-8)Kdo(a2-4)Kdo(a2-6)GlcN4P(b1-6)GlcN1P,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-8)Kdo(a2-4)Kdo(a2-6)GlcNAc(b1-6)GlcNAc-ol,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-8)Kdo(a2-4)Kdo(a2-6)GlcNAc4P(b1-6)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-8)Kdo(a2-4)Kdo(a2-6)GlcNAcOP(b1-6)GlcNAc-ol,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-8)Kdo(a2-4)Kdo(a2-6)GlcNAcOP(b1-6)GlcNAcOP,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-8)Kdo(a2-4)Kdo(a2-6)GlcOPN(b1-6)GlcN-ol,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(a2-8)Kdo(a2-4)[LDManHep(a1-5)]Kdo(a2-6)GlcN4P(b1-6)GlcN1P,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(b2-3)Rha(a1-2)Rha(a1-5)Kdo(b2-3)Rha(a1-2)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo(b2-4)Kdo(b2-7)Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubs.acs.org/doi/abs/10.1021/jacs.8b10940
Kdo2PGro(a2-7)Kdo2PGro(a2-7)Kdo2PGro,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/29357266/
Kdo7Ac(b2-3)Rha(a1-2)Rha(a1-5)Kdo7Ac,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://www.pnas.org/content/113/22/E3120
Kdo7PEtN(?1-?)Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo7PEtN(?1-?)[Kdo(?2-?)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Kdo7PEtN(a2-4)Kdo(a2-6)GlcN2Myr3Myr4P(b1-6)GlcN1PP2Myr3Myr,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/23659637/
Kdo8Ac(b2-3)Rha(a1-2)Rha(a1-5)Kdo8Ac,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://www.pnas.org/content/113/22/E3120
Kdo8Ac(b2-6)GalNAc(b1-5)Kdo8Ac,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://www.pnas.org/content/113/22/E3120
Kdo8Pp(b2-6)GalNAc(b1-5)Kdo8Pp,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://www.pnas.org/content/113/22/E3120
KdoOP(a2-4)Kdo(a2-6)GlcN4P(b1-6)GlcN1P,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
KdoOP(a2-6)GlcN4P(b1-6)GlcN1P,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
KdoOP(b2-6)GalNAc(b1-5)KdoOP,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
KdoOPEtN(a2-4)Kdo(a2-6)GlcN4P(b1-6)GlcN1P,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
KdoOPEtN(a2-4)[Kdo(a2-7)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
KdoOPEtN(a2-4)[Kdo(a2-8)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
KdoOPEtN(a2-4)[LDManHep(a1-5)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
L-4dThrHexA4en(b1-4)GalNAc(a1-4)GalA(b1-3)GlcNAc(a1-2)QuiNAc-ol,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
L-QuiNAc(a1-3)GlcNAc(a1-2)Man(b1-4)GlcA,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://www.thieme-connect.com/products/ejournals/abstract/10.1055/s-0035-1562606
L-QuiNAc(a1-3)GlcNAc(a1-3)QuiNAlaButGro,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
L-QuiNAc(a1-3)GlcNAc(b1-4)[L-QuiNAc(a1-3)]GalNAc(a1-6)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/25861570/
L-QuiNAc(a1-4)GalNAcA(a1-3)L-QuiNAc(a1-3)GlcNAc(b1-3)L-QuiNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
LDManHep(a1-3)LDManHep(a1-5)Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
LDManHep(a1-3)LDManHep(a1-5)Kdo(a2-7)[KdoOPEtN(a2-4)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
LDManHep(a1-3)LDManHep(a1-5)Kdo(a2-8)[KdoOPEtN(a2-4)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
LDManHep(a1-3)LDManHep(a1-5)[Kdo(a2-4)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
LDManHep(a1-3)LDManHep(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcN4P(b1-6)GlcN1P,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
LDManHep(a1-3)LDManHep1Me4P,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/24359545/
LDManHep(a1-3)LDManHep4P(a1-5)Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/26853624/
LDManHep(a1-3)LDManHep4PEtN(a1-5)Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/26853624/
LDManHep(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcN4P(b1-6)GlcN1P,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
LDManHep(a1-3)LDManHepOPPEtN(a1-5)Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
LDManHep(a1-3)LDManHepOPPEtN(a1-5)Kdo(a2-7)[KdoOPEtN(a2-4)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
LDManHep(a1-3)LDManHepOPPEtN(a1-5)Kdo(a2-8)[KdoOPEtN(a2-4)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
LDManHep(a1-3)LDManHepOPPEtN(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcN4P(b1-6)GlcN1P,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
LDManHep(a1-4)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)[Rha(a1-5)]KdoOPEtN(a2-4)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
LDManHep(a1-5)Kdo(a2-7)[KdoOPEtN(a2-4)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
